State_Name,Year,Month,Day_of_Week,Time_of_Day,Accident_Severity,Number_of_Vehicles_Involved,Vehicle_Type_Involved,Number_of_Casualties,Number_of_Fatalities,Weather_Conditions,Road_Type,Road_Condition,Lighting_Conditions,Traffic_Control_Presence,Speed_Limit ,Driver_Age,Driver_Gender,Driver_License_Status,Alcohol_Involvement,Accident_Location_Details,Age_group
Rajasthan,2019,August,Saturday,05:51,Fatal,2,Auto-Rickshaw,4,0,Hazy,Village Road,Damaged,Daylight,Signals,53,28,Female,Valid,No,Bridge,21-30
Tripura,2019,November,Saturday,20:50,Minor,2,Two-Wheeler,9,3,Rainy,National Highway,Damaged,Dusk,Police Checkpost,69,29,Male,Valid,No,Straight Road,21-30
Madhya Pradesh,2021,January,Tuesday,15:03,Minor,4,Bus,2,3,Stormy,State Highway,Under Construction,Dusk,Signs,98,58,Male,Valid,No,Bridge,50-60
Chhattisgarh,2019,November,Friday,04:19,Minor,5,Bus,8,2,Stormy,National Highway,Under Construction,Dusk,Signs,64,41,Male,Valid,Yes,Straight Road,30-50
Delhi,2020,August,Saturday,01:17,Fatal,3,Car,9,2,Stormy,National Highway,Wet,Dark,Signals,116,60,Male,Valid,No,Straight Road,60-70
Meghalaya,2022,October,Saturday,03:11,Minor,1,Pedestrian,3,0,Hazy,State Highway,Dry,Dawn,Signals,77,70,Female,Valid,Yes,Bridge,71-80
Manipur,2020,October,Saturday,23:27,Minor,4,Pedestrian,7,0,Stormy,Urban Road,Under Construction,Dawn,Police Checkpost,45,38,Male,Valid,No,Bridge,30-50
Chandigarh,2021,September,Tuesday,23:04,Minor,3,Two-Wheeler,6,5,Hazy,National Highway,Damaged,Dusk,Police Checkpost,30,23,Male,Valid,No,Bridge,21-30
Assam,2019,December,Sunday,09:54,Serious,1,Bus,6,0,Clear,State Highway,Under Construction,Dark,Signs,75,57,Female,Valid,Yes,Bridge,50-60
Bihar,2020,May,Monday,02:00,Serious,1,Car,8,4,Foggy,Village Road,Dry,Daylight,Signals,36,18,Female,Expired,Yes,Intersection,18-21
Mizoram,2023,August,Sunday,01:47,Minor,1,Two-Wheeler,2,3,Clear,Village Road,Damaged,Dark,Police Checkpost,44,59,Female,Valid,No,Bridge,50-60
Rajasthan,2022,April,Sunday,19:34,Minor,3,Truck,6,5,Clear,State Highway,Dry,Dark,Signs,42,39,Female,Expired,No,Curve,30-50
West Bengal,2021,November,Saturday,03:04,Minor,2,Two-Wheeler,3,5,Stormy,National Highway,Dry,Dawn,Signals,103,70,Female,Expired,No,Curve,71-80
Jharkhand,2019,December,Thursday,12:53,Serious,1,Pedestrian,0,3,Clear,State Highway,Under Construction,Daylight,Signs,92,53,Female,Valid,Yes,Bridge,50-60
Himachal Pradesh,2023,March,Wednesday,11:58,Fatal,4,Car,3,1,Hazy,State Highway,Under Construction,Dark,Police Checkpost,41,46,Female,Expired,Yes,Straight Road,30-50
Chhattisgarh,2021,May,Friday,18:36,Minor,4,Truck,4,3,Foggy,Urban Road,Damaged,Dawn,Signs,32,24,Female,Expired,No,Curve,21-30
Meghalaya,2019,May,Saturday,01:23,Minor,3,Bus,2,1,Foggy,Village Road,Damaged,Dusk,Signs,36,49,Female,Valid,No,Curve,30-50
Tripura,2020,July,Saturday,11:42,Serious,2,Cycle,6,4,Hazy,Village Road,Wet,Dawn,Signals,77,41,Male,Valid,No,Bridge,30-50
Jharkhand,2022,March,Friday,08:03,Minor,3,Truck,9,2,Clear,State Highway,Wet,Daylight,Police Checkpost,89,25,Female,Valid,No,Bridge,21-30
Karnataka,2021,March,Tuesday,02:12,Serious,1,Two-Wheeler,9,2,Hazy,Village Road,Wet,Dusk,Police Checkpost,99,51,Female,Valid,No,Bridge,50-60
Goa,2021,April,Monday,14:44,Fatal,5,Car,4,0,Stormy,Village Road,Wet,Dark,Signs,35,29,Male,Valid,No,Curve,21-30
Maharashtra,2018,March,Sunday,13:26,Serious,5,Two-Wheeler,0,4,Rainy,Urban Road,Damaged,Dark,Police Checkpost,87,20,Female,Valid,Yes,Straight Road,18-21
Puducherry,2022,August,Saturday,14:36,Minor,3,Auto-Rickshaw,8,5,Stormy,Village Road,Damaged,Dark,Signals,82,58,Female,Valid,No,Curve,50-60
Chandigarh,2018,March,Saturday,05:27,Fatal,1,Bus,10,1,Stormy,Urban Road,Wet,Dawn,Police Checkpost,31,30,Female,Valid,No,Intersection,30-50
Manipur,2019,August,Wednesday,22:24,Fatal,4,Auto-Rickshaw,6,5,Stormy,National Highway,Damaged,Dusk,Police Checkpost,50,47,Male,Expired,Yes,Straight Road,30-50
Karnataka,2022,October,Thursday,22:34,Fatal,2,Cycle,0,1,Clear,Urban Road,Under Construction,Dawn,Police Checkpost,119,32,Male,Expired,No,Straight Road,30-50
Rajasthan,2021,April,Wednesday,22:10,Fatal,1,Bus,9,4,Rainy,National Highway,Dry,Daylight,Police Checkpost,69,58,Female,Valid,Yes,Straight Road,50-60
Odisha,2022,March,Thursday,03:40,Fatal,3,Auto-Rickshaw,4,3,Hazy,State Highway,Dry,Dark,Signs,119,43,Male,Valid,Yes,Intersection,30-50
Jammu and Kashmir,2020,April,Friday,16:03,Fatal,2,Cycle,7,0,Hazy,National Highway,Wet,Dawn,Police Checkpost,74,67,Male,Valid,No,Straight Road,60-70
Maharashtra,2020,March,Thursday,08:01,Serious,1,Truck,6,3,Hazy,Village Road,Dry,Dark,Signs,44,27,Female,Valid,Yes,Intersection,21-30
Jharkhand,2023,February,Monday,20:29,Minor,1,Car,8,4,Hazy,National Highway,Under Construction,Dawn,Signals,84,68,Male,Expired,No,Bridge,60-70
Manipur,2023,March,Friday,03:06,Minor,4,Auto-Rickshaw,1,0,Stormy,Urban Road,Under Construction,Daylight,Signs,66,69,Male,Expired,No,Curve,60-70
Haryana,2018,July,Monday,20:56,Minor,2,Pedestrian,9,5,Foggy,Urban Road,Wet,Daylight,Signs,75,48,Male,Expired,No,Bridge,30-50
Jharkhand,2022,September,Thursday,04:36,Serious,4,Auto-Rickshaw,2,2,Hazy,National Highway,Damaged,Dawn,Police Checkpost,44,65,Female,Expired,No,Curve,60-70
Maharashtra,2020,June,Thursday,02:49,Serious,2,Auto-Rickshaw,6,4,Foggy,State Highway,Wet,Dawn,Police Checkpost,118,18,Female,Valid,Yes,Intersection,18-21
Andhra Pradesh,2019,December,Thursday,01:12,Fatal,4,Two-Wheeler,0,0,Stormy,Village Road,Wet,Dusk,Signals,82,52,Female,Valid,Yes,Straight Road,50-60
Odisha,2023,November,Sunday,04:42,Serious,5,Cycle,8,1,Clear,Village Road,Dry,Daylight,Police Checkpost,68,30,Female,Expired,No,Bridge,30-50
Puducherry,2022,March,Tuesday,04:27,Minor,4,Two-Wheeler,9,3,Foggy,National Highway,Wet,Daylight,Signals,61,24,Female,Valid,No,Intersection,21-30
Haryana,2022,February,Saturday,07:44,Fatal,4,Car,3,1,Hazy,Urban Road,Under Construction,Daylight,Police Checkpost,39,54,Female,Expired,No,Intersection,50-60
Meghalaya,2018,August,Friday,19:11,Fatal,3,Cycle,7,4,Rainy,Village Road,Dry,Dawn,Signals,75,46,Male,Expired,Yes,Intersection,30-50
Uttarakhand,2022,July,Sunday,21:03,Fatal,2,Auto-Rickshaw,10,1,Rainy,State Highway,Wet,Dark,Signs,35,46,Male,Valid,No,Curve,30-50
Nagaland,2020,May,Tuesday,13:37,Minor,1,Auto-Rickshaw,8,5,Rainy,Village Road,Wet,Dark,Signs,62,60,Female,Expired,Yes,Straight Road,60-70
Uttarakhand,2023,December,Sunday,13:02,Minor,2,Two-Wheeler,9,2,Stormy,Urban Road,Under Construction,Daylight,Signs,87,40,Female,Expired,No,Straight Road,30-50
Madhya Pradesh,2022,June,Sunday,17:00,Serious,2,Auto-Rickshaw,8,0,Stormy,Village Road,Under Construction,Dark,Signals,79,54,Male,Valid,Yes,Curve,50-60
Maharashtra,2018,July,Sunday,12:03,Fatal,4,Car,10,1,Foggy,State Highway,Dry,Dark,Signals,33,37,Male,Valid,Yes,Straight Road,30-50
Andhra Pradesh,2023,August,Tuesday,06:44,Serious,4,Car,2,4,Hazy,National Highway,Damaged,Dusk,Police Checkpost,92,49,Male,Valid,Yes,Straight Road,30-50
Puducherry,2018,November,Friday,14:04,Minor,5,Bus,6,0,Stormy,National Highway,Wet,Dark,Signals,44,70,Male,Valid,No,Curve,71-80
Delhi,2021,October,Sunday,13:55,Fatal,3,Truck,2,5,Rainy,Village Road,Dry,Dawn,Signs,117,58,Female,Valid,No,Straight Road,50-60
Chhattisgarh,2018,June,Saturday,10:23,Serious,5,Truck,3,1,Rainy,State Highway,Dry,Dusk,Signs,69,65,Male,Valid,Yes,Bridge,60-70
Manipur,2022,November,Saturday,16:27,Fatal,3,Cycle,1,3,Clear,National Highway,Under Construction,Daylight,Signals,105,50,Male,Valid,No,Curve,50-60
Manipur,2022,January,Saturday,11:23,Minor,4,Two-Wheeler,10,0,Clear,National Highway,Dry,Daylight,Signs,60,25,Male,Valid,No,Intersection,21-30
Odisha,2023,January,Friday,06:09,Minor,3,Two-Wheeler,9,0,Foggy,Urban Road,Dry,Dawn,Police Checkpost,36,54,Female,Expired,Yes,Curve,50-60
Himachal Pradesh,2020,December,Monday,19:26,Minor,1,Auto-Rickshaw,4,3,Rainy,Urban Road,Under Construction,Dusk,Signs,47,69,Female,Expired,Yes,Straight Road,60-70
Nagaland,2018,December,Wednesday,23:46,Fatal,4,Cycle,9,5,Clear,State Highway,Damaged,Dawn,Police Checkpost,104,63,Male,Valid,No,Intersection,60-70
Jammu and Kashmir,2021,September,Friday,10:20,Serious,2,Bus,9,3,Stormy,National Highway,Wet,Dark,Signs,84,67,Female,Expired,No,Bridge,60-70
Karnataka,2022,May,Thursday,12:25,Minor,5,Cycle,10,4,Stormy,Urban Road,Dry,Dark,Police Checkpost,33,56,Female,Valid,No,Intersection,50-60
Uttar Pradesh,2019,September,Sunday,16:27,Fatal,1,Two-Wheeler,10,0,Rainy,State Highway,Wet,Dusk,Signals,69,63,Female,Valid,No,Curve,60-70
Uttarakhand,2022,November,Tuesday,04:26,Minor,3,Car,2,3,Clear,Urban Road,Under Construction,Dawn,Signs,105,55,Male,Valid,Yes,Bridge,50-60
Mizoram,2021,March,Thursday,09:07,Serious,4,Bus,5,4,Clear,Village Road,Damaged,Daylight,Signals,89,33,Female,Valid,No,Intersection,30-50
Kerala,2021,October,Saturday,02:44,Serious,5,Auto-Rickshaw,9,4,Clear,Urban Road,Dry,Daylight,Signs,32,27,Male,Expired,Yes,Bridge,21-30
Andhra Pradesh,2020,June,Monday,06:29,Minor,2,Truck,9,4,Foggy,Village Road,Under Construction,Dark,Signs,45,69,Male,Valid,No,Curve,60-70
Uttar Pradesh,2019,October,Tuesday,19:45,Minor,3,Auto-Rickshaw,6,3,Stormy,National Highway,Wet,Dusk,Signals,70,69,Female,Expired,Yes,Bridge,60-70
Chhattisgarh,2022,July,Saturday,18:08,Fatal,1,Auto-Rickshaw,9,1,Foggy,Urban Road,Under Construction,Daylight,Police Checkpost,83,33,Female,Expired,No,Intersection,30-50
West Bengal,2022,May,Saturday,13:09,Minor,3,Pedestrian,9,1,Clear,State Highway,Under Construction,Dark,Signs,89,61,Female,Valid,No,Curve,60-70
Odisha,2019,June,Tuesday,13:14,Fatal,4,Car,3,4,Rainy,State Highway,Under Construction,Dark,Police Checkpost,113,31,Female,Expired,No,Straight Road,30-50
Uttarakhand,2022,April,Saturday,13:02,Fatal,3,Cycle,4,2,Foggy,National Highway,Wet,Daylight,Signs,66,32,Female,Expired,No,Straight Road,30-50
Mizoram,2020,August,Saturday,08:35,Fatal,3,Cycle,5,2,Foggy,National Highway,Under Construction,Dark,Police Checkpost,70,19,Male,Expired,Yes,Curve,18-21
West Bengal,2023,December,Monday,16:26,Minor,1,Pedestrian,1,1,Rainy,Village Road,Under Construction,Dark,Police Checkpost,106,19,Female,Valid,No,Bridge,18-21
Puducherry,2022,May,Thursday,01:19,Fatal,4,Car,4,2,Rainy,Village Road,Under Construction,Daylight,Police Checkpost,100,26,Female,Expired,No,Straight Road,21-30
Karnataka,2018,July,Tuesday,02:11,Minor,4,Pedestrian,8,3,Rainy,Urban Road,Wet,Dusk,Police Checkpost,47,48,Female,Expired,Yes,Curve,30-50
Haryana,2021,April,Saturday,23:06,Serious,3,Cycle,8,0,Rainy,National Highway,Dry,Dusk,Signals,79,52,Female,Valid,No,Curve,50-60
Goa,2021,May,Thursday,00:14,Minor,1,Two-Wheeler,8,2,Stormy,National Highway,Damaged,Dawn,Signals,51,69,Male,Valid,Yes,Straight Road,60-70
Tamil Nadu,2020,June,Thursday,03:45,Fatal,1,Bus,4,0,Stormy,National Highway,Under Construction,Dark,Signs,107,20,Female,Expired,Yes,Intersection,18-21
Odisha,2020,February,Tuesday,14:05,Fatal,4,Cycle,0,4,Clear,State Highway,Under Construction,Dawn,Police Checkpost,93,33,Female,Valid,Yes,Intersection,30-50
Meghalaya,2020,July,Thursday,23:07,Fatal,5,Bus,10,5,Stormy,State Highway,Dry,Daylight,Police Checkpost,115,38,Male,Expired,Yes,Intersection,30-50
Manipur,2022,January,Friday,05:39,Fatal,4,Two-Wheeler,1,2,Stormy,National Highway,Dry,Dusk,Police Checkpost,69,46,Male,Valid,No,Curve,30-50
Assam,2019,September,Sunday,15:22,Serious,1,Bus,4,3,Foggy,National Highway,Wet,Dusk,Police Checkpost,112,37,Male,Valid,No,Straight Road,30-50
Kerala,2019,July,Friday,22:20,Fatal,5,Truck,1,5,Clear,National Highway,Damaged,Daylight,Signs,87,57,Female,Expired,Yes,Curve,50-60
Puducherry,2020,November,Monday,02:38,Minor,1,Cycle,6,3,Foggy,Urban Road,Damaged,Dusk,Signals,70,65,Female,Valid,Yes,Intersection,60-70
Uttarakhand,2022,January,Sunday,08:18,Minor,3,Truck,2,2,Rainy,Urban Road,Dry,Dark,Signals,69,22,Female,Expired,Yes,Straight Road,21-30
Delhi,2018,April,Saturday,10:52,Serious,3,Cycle,6,4,Rainy,National Highway,Damaged,Dark,Police Checkpost,81,18,Female,Expired,Yes,Bridge,18-21
Sikkim,2022,May,Tuesday,16:19,Serious,1,Two-Wheeler,4,0,Hazy,State Highway,Damaged,Dusk,Signs,91,39,Female,Expired,Yes,Bridge,30-50
Chandigarh,2023,November,Thursday,05:15,Minor,2,Cycle,3,3,Stormy,Village Road,Dry,Dawn,Signals,92,70,Male,Expired,No,Bridge,71-80
Uttar Pradesh,2023,July,Monday,03:30,Minor,5,Pedestrian,9,1,Hazy,Urban Road,Wet,Dusk,Signals,35,21,Male,Valid,Yes,Straight Road,21-30
Rajasthan,2022,August,Monday,05:42,Minor,5,Pedestrian,10,4,Stormy,National Highway,Dry,Dawn,Signs,68,53,Male,Valid,Yes,Curve,50-60
Madhya Pradesh,2023,January,Monday,13:47,Serious,5,Car,6,1,Rainy,Urban Road,Damaged,Dusk,Police Checkpost,63,64,Male,Valid,No,Intersection,60-70
Telangana,2018,June,Monday,07:38,Fatal,1,Cycle,1,4,Foggy,National Highway,Wet,Dark,Police Checkpost,80,46,Male,Expired,Yes,Intersection,30-50
Tripura,2019,July,Monday,16:43,Fatal,3,Truck,2,1,Hazy,State Highway,Wet,Dusk,Police Checkpost,59,64,Female,Valid,No,Curve,60-70
Gujarat,2019,August,Wednesday,19:09,Fatal,3,Auto-Rickshaw,7,1,Clear,National Highway,Wet,Daylight,Police Checkpost,82,53,Male,Expired,Yes,Intersection,50-60
Puducherry,2019,March,Monday,03:32,Minor,2,Pedestrian,8,4,Clear,Village Road,Wet,Dawn,Signs,47,44,Female,Expired,No,Straight Road,30-50
Chhattisgarh,2019,August,Friday,02:18,Serious,5,Car,5,5,Foggy,Village Road,Under Construction,Dusk,Police Checkpost,56,61,Female,Valid,Yes,Bridge,60-70
Meghalaya,2020,October,Friday,08:32,Minor,2,Bus,9,4,Stormy,National Highway,Under Construction,Dusk,Signs,31,59,Male,Expired,Yes,Curve,50-60
Uttarakhand,2022,January,Monday,05:07,Serious,5,Auto-Rickshaw,0,1,Clear,Village Road,Wet,Daylight,Police Checkpost,53,35,Female,Expired,Yes,Intersection,30-50
Tripura,2020,February,Saturday,19:00,Fatal,2,Two-Wheeler,5,2,Clear,Urban Road,Dry,Dawn,Police Checkpost,53,44,Male,Valid,No,Bridge,30-50
Arunachal Pradesh,2022,October,Friday,07:30,Serious,5,Bus,7,3,Clear,Village Road,Under Construction,Dark,Signals,87,29,Male,Valid,No,Intersection,21-30
Madhya Pradesh,2022,February,Friday,10:00,Serious,3,Cycle,8,4,Rainy,State Highway,Damaged,Dark,Signals,115,58,Female,Expired,Yes,Curve,50-60
Andhra Pradesh,2023,November,Friday,12:58,Minor,1,Auto-Rickshaw,3,2,Clear,State Highway,Damaged,Dark,Police Checkpost,114,55,Female,Expired,Yes,Intersection,50-60
Arunachal Pradesh,2019,May,Friday,17:56,Fatal,3,Two-Wheeler,7,1,Clear,Urban Road,Under Construction,Dusk,Police Checkpost,89,19,Male,Valid,Yes,Bridge,18-21
Bihar,2022,January,Tuesday,21:49,Minor,1,Car,1,2,Clear,State Highway,Dry,Daylight,Signs,94,40,Female,Valid,Yes,Intersection,30-50
Jammu and Kashmir,2021,March,Tuesday,09:04,Minor,4,Auto-Rickshaw,3,5,Stormy,State Highway,Wet,Dawn,Signals,31,49,Male,Expired,Yes,Straight Road,30-50
Odisha,2022,September,Saturday,03:35,Serious,3,Bus,3,0,Foggy,National Highway,Wet,Dark,Signs,109,18,Male,Valid,Yes,Intersection,18-21
Gujarat,2022,August,Saturday,06:07,Minor,4,Car,5,3,Clear,State Highway,Under Construction,Daylight,Police Checkpost,114,30,Male,Expired,No,Intersection,30-50
Uttarakhand,2022,February,Monday,17:45,Fatal,5,Two-Wheeler,10,1,Rainy,National Highway,Damaged,Dark,Police Checkpost,56,45,Male,Valid,No,Curve,30-50
Manipur,2021,May,Tuesday,04:54,Serious,5,Truck,10,0,Hazy,National Highway,Wet,Dusk,Police Checkpost,58,18,Male,Valid,No,Intersection,18-21
Uttarakhand,2020,June,Saturday,13:07,Serious,4,Car,0,2,Foggy,National Highway,Under Construction,Dusk,Signals,54,19,Male,Expired,No,Intersection,18-21
Delhi,2020,January,Friday,09:56,Minor,1,Auto-Rickshaw,0,4,Hazy,State Highway,Under Construction,Dawn,Signals,30,23,Female,Expired,Yes,Straight Road,21-30
Haryana,2019,June,Wednesday,20:27,Fatal,3,Cycle,2,5,Hazy,State Highway,Dry,Dark,Police Checkpost,41,31,Female,Valid,Yes,Curve,30-50
Tamil Nadu,2022,September,Monday,05:50,Minor,5,Bus,2,4,Hazy,Village Road,Damaged,Dark,Signs,64,64,Male,Valid,No,Bridge,60-70
Madhya Pradesh,2018,October,Wednesday,03:42,Fatal,1,Pedestrian,8,2,Stormy,Urban Road,Under Construction,Dark,Police Checkpost,67,60,Male,Valid,Yes,Straight Road,60-70
Goa,2019,October,Tuesday,15:40,Serious,4,Cycle,7,2,Hazy,Village Road,Dry,Dark,Police Checkpost,100,34,Male,Valid,No,Straight Road,30-50
Himachal Pradesh,2018,January,Saturday,10:39,Minor,5,Pedestrian,1,1,Rainy,Village Road,Wet,Dusk,Signs,107,28,Female,Expired,Yes,Straight Road,21-30
Sikkim,2019,April,Wednesday,08:09,Fatal,1,Auto-Rickshaw,3,0,Rainy,National Highway,Dry,Dark,Police Checkpost,38,60,Female,Valid,No,Curve,60-70
Karnataka,2023,July,Wednesday,21:13,Fatal,2,Pedestrian,5,3,Stormy,National Highway,Wet,Daylight,Signals,76,19,Female,Valid,No,Bridge,18-21
Haryana,2018,October,Wednesday,21:24,Serious,1,Pedestrian,9,1,Stormy,National Highway,Damaged,Dawn,Signs,50,64,Male,Valid,Yes,Curve,60-70
Rajasthan,2023,June,Thursday,09:45,Fatal,2,Pedestrian,2,5,Rainy,National Highway,Wet,Daylight,Police Checkpost,93,50,Female,Expired,No,Bridge,50-60
Delhi,2018,October,Saturday,11:49,Minor,3,Truck,6,2,Clear,Village Road,Under Construction,Dark,Police Checkpost,83,57,Male,Valid,Yes,Straight Road,50-60
Delhi,2019,February,Tuesday,14:24,Serious,4,Two-Wheeler,3,2,Stormy,Village Road,Dry,Daylight,Signals,88,44,Male,Valid,Yes,Bridge,30-50
Bihar,2018,August,Friday,22:19,Minor,5,Bus,2,5,Foggy,National Highway,Wet,Daylight,Police Checkpost,41,21,Male,Expired,No,Intersection,21-30
Odisha,2021,April,Sunday,04:19,Fatal,2,Cycle,5,0,Rainy,Urban Road,Damaged,Dusk,Police Checkpost,65,42,Female,Valid,Yes,Curve,30-50
Madhya Pradesh,2020,March,Wednesday,05:26,Fatal,2,Auto-Rickshaw,0,2,Stormy,Urban Road,Damaged,Dusk,Signals,61,23,Female,Valid,No,Straight Road,21-30
Andhra Pradesh,2018,January,Thursday,06:38,Fatal,4,Car,2,3,Foggy,Urban Road,Dry,Dark,Signs,100,67,Male,Valid,Yes,Straight Road,60-70
Haryana,2023,April,Sunday,18:53,Fatal,1,Cycle,9,1,Hazy,Urban Road,Under Construction,Dusk,Police Checkpost,71,54,Female,Valid,Yes,Straight Road,50-60
Delhi,2018,September,Monday,20:44,Fatal,4,Auto-Rickshaw,5,4,Hazy,Urban Road,Wet,Dusk,Signals,115,25,Male,Expired,Yes,Bridge,21-30
Jammu and Kashmir,2019,March,Thursday,03:48,Minor,4,Truck,6,5,Stormy,Urban Road,Damaged,Dark,Signs,91,22,Female,Expired,No,Bridge,21-30
Telangana,2020,July,Wednesday,21:14,Serious,2,Auto-Rickshaw,4,0,Stormy,State Highway,Damaged,Daylight,Signals,100,28,Male,Valid,Yes,Bridge,21-30
Tamil Nadu,2022,November,Tuesday,15:07,Minor,2,Cycle,8,2,Rainy,National Highway,Under Construction,Dusk,Signs,70,27,Female,Valid,No,Bridge,21-30
Odisha,2022,June,Sunday,19:06,Serious,1,Truck,1,2,Foggy,Village Road,Under Construction,Dawn,Signs,113,28,Male,Expired,Yes,Straight Road,21-30
Jammu and Kashmir,2022,February,Sunday,22:42,Serious,1,Bus,0,2,Foggy,Urban Road,Damaged,Dawn,Police Checkpost,114,38,Male,Valid,No,Curve,30-50
Jammu and Kashmir,2021,June,Tuesday,03:23,Fatal,5,Two-Wheeler,8,4,Stormy,Urban Road,Wet,Dark,Signals,53,51,Male,Valid,No,Curve,50-60
Uttar Pradesh,2023,February,Tuesday,03:27,Minor,4,Bus,9,1,Hazy,Urban Road,Wet,Dark,Signals,93,62,Male,Expired,Yes,Curve,60-70
Manipur,2019,March,Friday,20:41,Minor,3,Auto-Rickshaw,5,3,Rainy,National Highway,Under Construction,Dark,Signals,52,52,Male,Expired,Yes,Intersection,50-60
Haryana,2021,July,Thursday,01:55,Serious,4,Auto-Rickshaw,4,0,Stormy,Urban Road,Wet,Daylight,Police Checkpost,111,32,Male,Expired,Yes,Straight Road,30-50
Odisha,2022,December,Friday,10:02,Minor,1,Bus,8,0,Hazy,National Highway,Under Construction,Dawn,Signs,59,42,Male,Expired,No,Intersection,30-50
Meghalaya,2022,November,Tuesday,18:10,Serious,4,Truck,8,4,Clear,State Highway,Damaged,Dusk,Signs,46,50,Female,Expired,Yes,Straight Road,50-60
Bihar,2022,May,Wednesday,02:56,Fatal,5,Two-Wheeler,7,1,Rainy,State Highway,Under Construction,Daylight,Police Checkpost,114,43,Male,Valid,No,Intersection,30-50
Delhi,2023,January,Wednesday,05:29,Minor,2,Truck,6,4,Foggy,Urban Road,Damaged,Daylight,Signals,60,44,Female,Valid,Yes,Straight Road,30-50
West Bengal,2019,May,Thursday,17:46,Fatal,3,Truck,5,4,Rainy,National Highway,Dry,Dawn,Signs,36,69,Female,Expired,No,Curve,60-70
Chhattisgarh,2019,August,Tuesday,07:23,Fatal,2,Two-Wheeler,6,2,Hazy,State Highway,Under Construction,Dusk,Signals,91,20,Male,Valid,Yes,Intersection,18-21
Haryana,2023,February,Saturday,01:53,Fatal,1,Truck,10,3,Hazy,State Highway,Damaged,Dawn,Signals,52,68,Male,Valid,Yes,Bridge,60-70
Jammu and Kashmir,2021,November,Wednesday,13:23,Minor,3,Bus,0,2,Clear,Village Road,Dry,Dark,Signs,49,30,Male,Expired,No,Straight Road,30-50
Meghalaya,2022,May,Wednesday,06:27,Fatal,5,Bus,0,3,Hazy,State Highway,Wet,Dawn,Signs,120,53,Female,Expired,No,Intersection,50-60
Maharashtra,2022,January,Tuesday,02:02,Minor,2,Auto-Rickshaw,9,0,Hazy,State Highway,Damaged,Dawn,Signs,32,62,Female,Expired,Yes,Straight Road,60-70
Uttarakhand,2018,March,Sunday,10:16,Fatal,3,Car,8,4,Hazy,State Highway,Wet,Dark,Police Checkpost,76,33,Male,Expired,No,Intersection,30-50
Chandigarh,2023,August,Monday,09:59,Minor,1,Truck,7,3,Rainy,Village Road,Under Construction,Dark,Signs,65,64,Female,Valid,Yes,Bridge,60-70
Delhi,2023,February,Wednesday,11:56,Serious,3,Bus,9,5,Rainy,Village Road,Under Construction,Dark,Signs,100,47,Male,Valid,No,Intersection,30-50
Meghalaya,2018,June,Friday,22:52,Minor,4,Bus,0,3,Hazy,National Highway,Under Construction,Dawn,Signals,119,30,Female,Valid,No,Curve,30-50
Bihar,2021,March,Saturday,03:00,Minor,4,Two-Wheeler,4,2,Foggy,State Highway,Damaged,Dark,Signs,72,58,Female,Expired,No,Straight Road,50-60
Meghalaya,2020,December,Sunday,02:40,Serious,5,Auto-Rickshaw,6,4,Rainy,Urban Road,Wet,Daylight,Signals,99,60,Female,Expired,Yes,Curve,60-70
Tripura,2018,December,Tuesday,20:47,Minor,5,Car,3,0,Rainy,National Highway,Dry,Daylight,Signals,33,58,Male,Expired,Yes,Bridge,50-60
Bihar,2023,August,Wednesday,02:07,Fatal,3,Pedestrian,0,2,Foggy,Urban Road,Under Construction,Dark,Police Checkpost,118,42,Male,Valid,Yes,Straight Road,30-50
Uttarakhand,2021,February,Monday,10:47,Fatal,5,Cycle,5,4,Hazy,Urban Road,Dry,Daylight,Signs,78,56,Female,Expired,No,Intersection,50-60
Tamil Nadu,2021,January,Sunday,01:15,Minor,5,Truck,4,3,Foggy,National Highway,Wet,Dark,Signs,74,43,Male,Expired,Yes,Intersection,30-50
Meghalaya,2021,January,Thursday,19:34,Minor,2,Two-Wheeler,8,5,Rainy,National Highway,Dry,Dark,Signs,47,57,Female,Valid,Yes,Intersection,50-60
Meghalaya,2023,June,Sunday,20:54,Fatal,1,Cycle,9,2,Stormy,Urban Road,Under Construction,Daylight,Signs,60,28,Female,Expired,Yes,Bridge,21-30
